templates/koran.html
Chapter|Verse|Book|Sentence
59|12|al-Hashr: The Exile|(For) indeed if they are driven out they go not out with them, and indeed if  they are attacked they help them not, and indeed if they had helped them they would  have turned and fled, and then they would not have been victorious. 
59|13|al-Hashr: The Exile|Ye are more awful as a fear in their bosoms than Allah. That is because they  are a folk who understand not. 
59|14|al-Hashr: The Exile|They will not fight against you in a body save in fortified villages or from  behind walls. Their adversity among themselves is very great. Ye think of them as a  whole whereas their hearts are divers. That is because they are a folk who have no  sense. 
59|15|al-Hashr: The Exile|On the likeness of those (who suffered) a short time before them, they taste  the ill-effects of their own conduct, and theirs is painful punishment. 
59|16|al-Hashr: The Exile|(And the hypocrites are) on the likeness of the devil when he telleth man to  disbelieve, then, when he disbelieveth saith: Lo! I am quit of thee. Lo! I fear Allah,  the Lord of the Worlds. 
59|17|al-Hashr: The Exile|And the consequence for both will be that they are in the Fire, therein  abiding. Such is the reward of evil-doers. 
59|18|al-Hashr: The Exile|O ye who believe! Observe your duty to Allah. And let every soul look to  that which it sendeth on before for the morrow. And observe your duty to Allah. Lo!  Allah is Informed of what ye do. 
59|19|al-Hashr: The Exile|And be not ye as those who forgot Allah, therefor He caused them to forget  their souls. Such are the evil-doers. 
59|20|al-Hashr: The Exile|Not equal are the owners of the Fire and the owners of the Garden. The  owners of the Garden, they are the victorious. 
59|21|al-Hashr: The Exile|If We had caused this Qur'an to descend upon a mountain, thou (O  Muhammad) verily hadst seen it humbled, rent asunder by the fear of Allah. Such  similitudes coin We for mankind that haply they may reflect. 
59|22|al-Hashr: The Exile|He is Allah, than Whom there is no other God, the Knower of the Invisible  and the Visible. He is the Beneficent, Merciful. 
59|23|al-Hashr: The Exile|He is Allah, than Whom there is no other God, the Sovereign Lord, the Holy  One, Peace, the Keeper of Faith, the Guardian, the Majestic, the Compeller, the  Superb. Glorified be Allah from all that they ascribe as partner (unto Him). 
59|24|al-Hashr: The Exile|He is Allah, the Creator, the Shaper out of naught, the Fashioner. His are the  most beautiful names. All that is in the heavens and the earth glorifieth Him, and He  is the Mighty, the Wise. 
60|1|al-Mumtahanah: She Who is Tested|O ye who believe! Choose not My enemy and your enemy for allies. Do ye  give them friendship when they disbelieve in that truth which hath come unto you,  driving out the messenger and you because ye believe in Allah, your Lord ? If ye have  come forth to strive in My way and seeking My good pleasure, (show them not  friendship). Do ye show friendship unto them in secret, when I am Best Aware of  what ye hide and what ye proclaim ? And whosoever doeth it among you, he verily  hath strayed from the right way. 
60|2|al-Mumtahanah: She Who is Tested|If they have the upper hand of you, they will be your foes, and will stretch  out their hands and their tongues toward you with evil (intent), and they long for you  to disbelieve. 
60|3|al-Mumtahanah: She Who is Tested|Your ties of kindred and your children will avail you naught upon the Day of  Resurrection. He will part you. Allah is Seer of what ye do. 
60|4|al-Mumtahanah: She Who is Tested|There is a goodly pattern for you in Abraham and those with him, when they  told their folk: Lo! we are guiltless of you and all that ye worship beside Allah. We  have done with you. And there hath arisen between us and you hostility and hate for  ever until ye believe in Allah only - save that which Abraham promised his father  (when he said): I will ask forgiveness for thee, though I own nothing for thee from  Allah - Our Lord! In Thee we put our trust, and unto Thee we turn repentant, and unto  Thee is the journeying. 
60|5|al-Mumtahanah: She Who is Tested|Our Lord! Make us not a prey for those who disbelieve, and forgive us, our  Lord! Lo! Thou, only Thou, are the Mighty, the Wise. 
60|6|al-Mumtahanah: She Who is Tested|Verily ye have in them a goodly pattern for everyone who looketh to Allah  and the Last Day. And whosoever may turn away, lo! still Allah, He is the Absolute,  the Owner of Praise. 
60|7|al-Mumtahanah: She Who is Tested|It may be that Allah will ordain love between you and those of them with  whom ye are at enmity. Allah is Mighty, and Allah is Forgiving, Merciful. 
60|8|al-Mumtahanah: She Who is Tested|Allah forbiddeth you not those who warred not against you on account of  religion and drove you not out from your homes, that ye should show them kindness  and deal justly with them. Lo! Allah loveth the just dealers. 
60|9|al-Mumtahanah: She Who is Tested|Allah forbiddeth you only those who warred against you on account of  religion and have driven you out from your homes and helped to drive you out, that  ye make friends of them. Whosoever maketh friends of them - (All) such are wrong- doers. 
60|10|al-Mumtahanah: She Who is Tested|O ye who believe! When believing women come unto you as fugitives,  examine them. Allah is Best Aware of their faith. Then, if ye know them for true  believers, send them not back unto the disbelievers. They are not lawful for them (the  disbelievers), nor are they (the disbelievers) lawful for them. And give them (the  disbelievers) that which they have spent (upon them). And it is no sin for you to  marry such women when ye have given them their dues. And hold not to the ties of  disbelieving women; and ask for (the return of) that which ye have spent; and let them  (the disbelievers) ask for that which they have spent. That is the judgment of Allah.  He judgeth between you. Allah is Knower, Wise. 
60|11|al-Mumtahanah: She Who is Tested|And if any of your wives have gone from you unto the disbelievers and  afterward ye have your turn (of triumph), then give unto those whose wives have  gone the like of that which they have spent, and keep your duty to Allah in Whom ye  are believers. 
60|12|al-Mumtahanah: She Who is Tested|O Prophet! If believing women come unto thee, taking oath of allegiance  unto thee that they will ascribe no thing as partner unto Allah, and will neither steal  nor commit adultery nor kill their children, nor produce any lie that they have devised  between their hands and feet, nor disobey thee in what is right, then accept their  allegiance and ask Allah to forgive them. Lo! Allah is Forgiving, Merciful. 
60|13|al-Mumtahanah: She Who is Tested|O ye who believe! Be not friendly with a folk with whom Allah is wroth, (a  folk) who have despaired of the Hereafter as the disbelievers despair of those who are  in the graves. 
61|1|as-Saff: The Ranks|All that is in the heavens and all that is in the earth glorifieth Allah, and He is  the Mighty, the Wise. 
61|2|as-Saff: The Ranks|O ye who believe! Why say ye that which ye do not ? 
61|3|as-Saff: The Ranks|It is most hateful in the sight of Allah that ye say that which ye do not. 
61|4|as-Saff: The Ranks|Lo! Allah loveth them who battle for His cause in ranks, as if they were a  solid structure. 
61|5|as-Saff: The Ranks|And (remember) when Moses said unto his people: O my people! Why  persecute ye me, when ye well know that I am Allah's messenger unto you ? So when  they went astray Allah sent their hearts astray. And Allah guideth not the evil-living  folk. 
61|6|as-Saff: The Ranks|And when Jesus son of Mary said: O Children of Israel! Lo! I am the  messenger of Allah unto you, confirming that which was (revealed) before me in the  Torah, and bringing good tidings of a messenger who cometh after me, whose name  is the Praised One. Yet when he hath come unto them with clear proofs, they say:  This is mere magic. 
61|7|as-Saff: The Ranks|And who doeth greater wrong than he who inventeth a lie against Allah when  he is summoned unto Al-Islam ? And Allah guideth not wrongdoing folk. 
61|8|as-Saff: The Ranks|Fain would they put out the light of Allah with their mouths, but Allah will  perfect His light however much the disbelievers are averse. 
61|9|as-Saff: The Ranks|He it is Who hath sent His messenger with the guidance and the religion of  truth, that He may make it conqueror of all religion however much idolaters may be  averse. 
61|10|as-Saff: The Ranks|O ye who believe! Shall I show you a commerce that will save you from a  painful doom ? 
61|11|as-Saff: The Ranks|Ye should believe in Allah and His messenger, and should strive for the  cause of Allah with your wealth and your lives. That is better for you, if ye did but  know. 
61|12|as-Saff: The Ranks|He will forgive you your sins and bring you into Gardens underneath which  rivers flow, and pleasant dwellings in Gardens of Eden. That is the supreme triumph. 
61|13|as-Saff: The Ranks|And (He will give you) another (blessing) which ye love: help from Allah  and present victory. Give good tidings (O Muhammad) to believers. 
61|14|as-Saff: The Ranks|O ye who believe! Be Allah's helpers, even as Jesus son of Mary said unto  the disciples: Who are my helpers for Allah ? They said: We are Allah's helpers. And  a party of the Children of Israel believed, while a party disbelieved. Then We  strengthened those who believed against their foe, and they became the uppermost. 
62|1|al-Jumu`ah: The Day of Congregation|All that is in the heavens and all that is in the earth glorifieth Allah, the  Sovereign Lord, the Holy One, the Mighty, the Wise. 
62|2|al-Jumu`ah: The Day of Congregation|He it is Who hath sent among the unlettered ones a messenger of their own,  to recite unto them His revelations and to make them grow, and to teach them the  Scripture and wisdom, though heretofore they were indeed in error manifest, 
62|3|al-Jumu`ah: The Day of Congregation|Along with others of them who have not yet joined them. He is the Mighty,  the Wise. 
62|4|al-Jumu`ah: The Day of Congregation|That is the bounty of Allah; which He giveth unto whom He will. Allah is of  Infinite Bounty. 
62|5|al-Jumu`ah: The Day of Congregation|The likeness of those who are entrusted with the Law of Moses, yet apply it  not, is as the likeness of the ass carrying books. Wretched is the likeness of folk who  deny the revelations of Allah. And Allah guideth not wrongdoing folk. 
62|6|al-Jumu`ah: The Day of Congregation|Say (O Muhammad): O ye who are Jews! If ye claim that ye are favoured of  Allah apart from (all) mankind, then long for death if ye are truthful. 
62|7|al-Jumu`ah: The Day of Congregation|But they will never long for it because of all that their own hands have sent  before, and Allah is Aware of evil-doers. 
62|8|al-Jumu`ah: The Day of Congregation|Say (unto them, O Muhammad): Lo! the death from which ye shrink will  surely meet you, and afterward ye will be returned unto the Knower of the Invisible  and the Visible, and He will tell you what ye used to do. 
62|9|al-Jumu`ah: The Day of Congregation|O ye who believe! When the call is heard for the prayer of the day of  congregation, haste unto remembrance of Allah and leave your trading. That is better  for you if ye did but know. 
62|10|al-Jumu`ah: The Day of Congregation|And when the prayer is ended, then disperse in the land and seek of Allah's  bounty, and remember Allah much, that ye may be successful. 
62|11|al-Jumu`ah: The Day of Congregation|But when they spy some merchandise or pastime they break away to it and  leave thee standing. Say: That which Allah hath is better than pastime and than  merchandise, and Allah is the Best of providers. 
